avg_context_surprisal_gap,avg_first_token_surprisal,dataset,lm_cc,lm_cc_density,loc,num_functions,num_semantic_units,ppl,total_tokens,uid
0.027550267656383548,1.7888953685760498,humaneval,18.799999999999997,27.16488361172378,20,1,16,1.5558540381906503,195,HumanEval_124
0.020007224558424706,1.78778076171875,humaneval,11.2,22.93020263314247,10,1,11,3.453980009181933,82,HumanEval_125
0.022094446051158702,1.78778076171875,humaneval,10.2,23.1822030544281,13,1,11,2.235005059214441,116,HumanEval_126
0.027638226463852947,2.9590821266174316,humaneval,16.599999999999998,10.502911473624408,20,2,15,1.935111163987102,150,HumanEval_127
0.09906269253979465,1.780746340751648,humaneval,7.199999999999999,10.718298763036728,8,1,9,3.7857307275795185,74,HumanEval_128
0.016073466264905228,1.7888953685760498,humaneval,28.599999999999998,72.39228119142354,31,1,22,1.6841470771787432,232,HumanEval_129
-0.002574873585642005,8.425043106079102,humaneval,12.399999999999999,23.417239353060722,11,1,10,2.25958894233655,126,HumanEval_130
6.678861765457051e-05,1.78778076171875,humaneval,17.0,31.3271081186831,15,1,15,2.3050856073602666,99,HumanEval_131
-0.009973459712325296,8.430657386779785,humaneval,24.599999999999998,37.39982386678457,20,1,20,2.085944214219095,177,HumanEval_132
-0.11140953421338716,8.439016342163086,humaneval,7.199999999999999,13.763442248106003,7,1,7,4.01313826199985,50,HumanEval_133
0.09145976704530767,1.780746340751648,humaneval,5.8,3.3246986865997314,8,1,8,3.846292155067196,72,HumanEval_134
0.1768913899777236,1.780746340751648,humaneval,10.399999999999999,14.647511914372444,11,1,11,2.6398551536001023,67,HumanEval_135
-0.09400150905245207,8.439016342163086,humaneval,5.6,5.67774772644043,5,1,6,2.700710380891638,77,HumanEval_136
-0.002580446653651465,8.425043106079102,humaneval,6.999999999999999,21.389518916606903,7,1,7,2.3248426046736945,117,HumanEval_137
-0.11945891180248172,8.439016342163086,humaneval,2.8,5.540294647216797,3,1,4,9.922125182113772,33,HumanEval_138
-0.018905402794785676,8.439016342163086,humaneval,10.2,5.2302878350019455,8,1,9,2.626690661553195,67,HumanEval_139
0.023090690713149134,1.7888953685760498,humaneval,27.4,41.99485856294632,24,1,20,1.7763071188157393,197,HumanEval_140
0.04660677879937733,1.7888953685760498,humaneval,15.6,24.729878090322018,18,1,15,2.3976155327620137,159,HumanEval_141
0.011192887963837769,1.78778076171875,humaneval,14.599999999999998,38.78844545036554,13,1,13,1.9634595219424704,109,HumanEval_142
-0.04234320693554705,8.425043106079102,humaneval,17.599999999999998,59.871666956692934,13,1,13,2.397645564244855,129,HumanEval_143
0.12755866862399748,1.78778076171875,humaneval,11.399999999999999,13.347184389829636,11,1,12,2.8971375289826615,91,HumanEval_144
0.0918214388663362,2.8149670362472534,humaneval,14.0,2.86559971421957,12,2,13,2.8448548865258,105,HumanEval_145
-0.04102830095906882,8.425043106079102,humaneval,12.599999999999998,31.902919247746468,12,1,11,2.883192845759446,120,HumanEval_146
0.0007599554268918077,8.425043106079102,humaneval,14.599999999999998,43.319450099021196,10,1,11,2.231532731672094,128,HumanEval_147
-0.007927425878231146,8.430657386779785,humaneval,13.599999999999998,32.45047137886286,11,1,11,1.7740343683702804,187,HumanEval_148
-0.06141465746690161,8.439016342163086,humaneval,10.399999999999999,22.672951370477676,8,1,9,3.308506976319888,71,HumanEval_149
0.07930571274434933,1.780746340751648,humaneval,12.599999999999998,37.51819311082363,12,1,12,2.6344185571767356,69,HumanEval_150
0.07910905669078878,1.780746340751648,humaneval,4.4,5.48817253112793,6,1,7,5.744099082583527,54,HumanEval_151
-0.029529542181019983,8.439016342163086,humaneval,2.8,7.477048873901367,3,1,4,5.8041250985853905,36,HumanEval_152
-0.030147271760364587,8.430657386779785,humaneval,13.399999999999999,20.556352525949478,13,1,12,2.4607336494521084,171,HumanEval_153
0.08951462581837887,1.78778076171875,humaneval,11.0,28.847063660621643,11,1,11,2.8670730507988678,91,HumanEval_154
-0.050217028053549044,8.425043106079102,humaneval,9.0,18.77103327214718,10,1,8,2.2070628824583642,84,HumanEval_155
-0.007801751978576602,8.430657386779785,humaneval,17.799999999999997,13.427156209945679,16,1,14,1.8128094664425236,202,HumanEval_156
-0.10527339729471315,8.439016342163086,humaneval,2.8,4.980001449584961,3,1,4,2.7379302398288594,57,HumanEval_157
0.1233972262651209,1.780746340751648,humaneval,2.8,2.152388572692871,5,1,6,4.137155781480859,39,HumanEval_158
-0.08431009292094545,8.439016342163086,humaneval,7.799999999999999,17.16178348660469,6,1,7,6.442823952626305,50,HumanEval_159
0.033954456872907615,1.780746340751648,humaneval,7.199999999999999,13.92031466960907,8,1,9,3.4741463173630978,70,HumanEval_160
0.03243072365370134,1.78778076171875,humaneval,21.0,29.304480515420437,18,1,18,2.4490415412613915,123,HumanEval_161
-0.06479100921715145,8.439016342163086,humaneval,4.2,2.1511048078536987,4,1,5,3.686103905867051,46,HumanEval_162
-0.06249603265678161,8.439016342163086,humaneval,5.6,4.998085021972656,6,1,6,3.2436615983137216,70,HumanEval_163
0.2134829746404042,1.4283918142318726,humaneval_simplified,6.199999999999999,18.474324505776167,9,1,8,2.054386019766702,74,HumanEval_0
0.27842444633323776,1.4283918142318726,humaneval_simplified,5.8,9.558751709759235,10,1,8,2.3772318613342525,57,HumanEval_3
0.16492309450728093,1.428436279296875,humaneval_simplified,7.199999999999999,11.783101543784142,11,1,9,1.9700796470910766,80,HumanEval_5
