avg_context_surprisal_gap,avg_first_token_surprisal,dataset,lm_cc,lm_cc_density,loc,num_functions,num_semantic_units,ppl,total_tokens,uid,pass_at_1
0.2793682482528779,0.7505083084106445,xcodeeval_apr,41.6,52.39425246603787,67,1,45,2.039712197594465,559,1c8ad28d9cf0492cc51ab32821f5eb78,0.0
,,xcodeeval_apr,29.8,0.0,38,0,24,1.82852574521288,293,1faea68112aa60cf1c1479588dbb37c0,1.0
0.369725487785013,2.654935948550701,xcodeeval_apr,36.6,46.65137093979865,62,4,32,1.4388496102891843,559,1a527ed46ec62cfe9f1920fbe7c55dca,1.0
0.7209353534655991,1.2710481782754262,xcodeeval_apr,44.2,7.87234565243125,63,6,44,1.9583507571624368,452,1e3221574a20015050613f558d86432e,1.0
0.0,7.178250312805176,xcodeeval_apr,45.0,152.08005999401212,76,1,37,1.5735549624156095,797,1be7c4d0f37ca584f9115b749b15a16f,0.0
0.5225364745099765,0.4058824657048616,xcodeeval_apr,82.2,7.411186229585755,128,18,76,2.073605648906492,1253,1e5dbacad5f2fd4f783ccbb15f23b6ae,0.0
0.3295923183052605,1.4210953058307216,xcodeeval_apr,92.8,14.840611581674072,168,13,78,1.6144458814304414,1707,1f94fcba72e7fb12eea1147cd97ae811,0.0
,,xcodeeval_apr,72.8,0.0,71,0,44,1.7105805921666182,1048,af1f0d31a17baec242ce9718628ae948,0.0
0.2790621871569204,1.4204480946063995,xcodeeval_apr,34.2,4.876463074237108,45,2,31,2.1593167138415423,362,cd01a2751776ec24575ec3f9167a5e29,0.0
0.2189250286677569,1.8539939920107524,xcodeeval_apr,47.2,57.02087530680001,50,3,37,1.865377136552527,625,e1ddbb7cff37072df2770baa68fde0bf,0.0
0.4563412065861432,0.5154854900079044,xcodeeval_apr,96.6,6.421732747179339,235,24,105,1.675279644148946,2124,02cbfd35328b260c8996cec42b25e1d6,0.0
0.5280631198744165,0.2315014444291591,xcodeeval_apr,70.4,6.002789417468011,78,10,57,1.9800064286250325,837,2b8a1baf96a4d99d6f67599cef777139,0.3999999999999999
-0.0196594115612762,6.5415568351745605,xcodeeval_apr,17.6,2.9742057621479034,44,1,20,1.5548974973453005,371,2ed50efd2368ef0b23398120c0581772,0.6
,,xcodeeval_apr,33.2,0.0,38,0,26,2.0661458688818075,317,2f40947c7d85105c15f76185179c0d4d,0.0
0.5220756546323699,0.7034011414202024,xcodeeval_apr,58.0,2.622684925282374,114,13,64,1.606808109159939,1116,2c9d9cfa45878b5292a3266125e1a7cc,0.0
,,xcodeeval_apr,51.0,0.0,48,0,36,2.0558529024037875,421,aaf2fba1a77f6f9c7742f86a206003a9,0.0
0.3354286784241493,4.07970666885376,xcodeeval_apr,33.599999999999994,13.0690975561738,46,1,34,2.216483017598943,310,caf2bceb41cba04631b90034f11dfcf3,0.0
0.6332593560999704,1.0656838555421149,xcodeeval_apr,97.4,13.442531679570674,144,7,92,1.9434615159330475,1060,b2bf3f1b0eaefeddafad22029237a6f0,0.0
0.2460263126829107,3.8842408657073975,xcodeeval_apr,15.0,4.592920303344727,104,1,24,1.0681932328594712,2927,d2fb78be092c18bda86a19d018485248,0.0
0.5440260610263832,0.1925285614539461,xcodeeval_apr,53.6,2.867327759908221,113,10,49,1.7149952464249174,1036,fc2d3f812b4cb6c6ea3b66109f7e240a,0.0
,,xcodeeval_apr,41.0,0.0,41,0,32,2.2203157742855084,416,3bbb9d4a866e7502b6f77c0a77560a23,1.0
0.8188364261740764,1.4383763074874878,xcodeeval_apr,89.0,5.575723648071289,101,1,78,1.6360779380676858,1427,3cbf5d1d37a9faa75a12c55847ae115b,1.0
0.5979856840005924,0.5628302425228123,xcodeeval_apr,59.0,1.002675282095879,127,11,55,1.4538932228909531,1247,3b5c205e1bba9f1efa57101bdf7bee17,0.0
0.2728927495160361,2.432156454771757,xcodeeval_apr,55.39999999999999,58.01660777286937,69,3,41,2.1169718555363515,524,3d5e411ca4e69197adb1d22530c299e9,0.0
1.2886546445987754,0.3863626718521118,xcodeeval_apr,42.6,14.884857550263405,49,1,43,2.3269307163618613,380,3f386ae38bf31cbf63779ad2cd748fe5,1.0
0.0719827254820414,3.966559618711472,xcodeeval_apr,29.6,9.32999955303967,36,2,25,2.227378980102421,262,a3ea2651ad122b6e1c2b1078ac425a2a,0.0
,,xcodeeval_apr,30.0,0.0,40,0,27,1.7695270953334816,323,afb3d6257bfe97d9995b2031696b4274,0.0
0.0635506136127577,1.9541083574295044,xcodeeval_apr,34.4,11.866100002080202,37,1,27,2.063745345936621,341,bb3e8ab15053e7c6e29f4fb6a5c0315f,0.0
0.3440312305143845,0.8799730539321899,xcodeeval_apr,45.0,83.75106471404433,44,1,34,2.2794947280842197,360,c3f8174f6b7700c82b604afbfe414c82,0.0
,,xcodeeval_apr,30.2,0.0,36,0,26,2.323599323539636,244,c3b6bb4616bed8f2f2ed851ba16f77c9,1.0
0.4711167854140526,0.7157735030509924,xcodeeval_apr,156.39999999999998,8.536173869951574,219,19,139,2.581917794144024,2046,bd3e33525a75c2256e4b8db404b4d818,1.0
